nLine	ts	ECAPB	GPAPB	IIDBT	IIHDM	IIGLLlatlon	IIGLLlatNum	IIGLLlonNum	IIMTA	IIMTW	IIMWDtwd	ECRMB	GPRMB	IIRMB	RMCep	RMCts	RMClatlon	RMClatNum	RMClonNum	RMCsog	RMCtmg	IIVHWsow	IIVLW	IIVLWtotal	IIVTGsog	IIVTGtmg	IIVWRrl	IIVWRawa	IIVWRaws	IIVWTrl	IIVWTtwa	IIVWTtws	IIXTE	IIZDAep	IIZDAts2102	20180601072618.0	[]	[]	4.8	326.0	[]	47.50315	-1.613617	18.8	19.7	224.0	[]	[]	[]	1527837978.0	20180601072618.0	4730.18762,N,223.18327,W	47.503127	-1.613612	0.018	[]	0.0	36.73	135.0	[]	0.0	L	-102.0	2.2	L	-102.0	2.2	[]	1527837962.0	20180601072602.0	
4762	20180601072907.0	[]	[]	4.8	329.0	[]	47.50315	-1.613617	19.3	19.9	196.0	[]	[]	[]	1527838147.0	20180601072907.0	4730.18722,N,223.18359,W	47.50312	-1.613607	0.012	[]	0.0	36.73	135.0	[]	0.0	L	-131.0	3.1	L	-133.0	3.1	[]	1527838148.0	20180601072908.0	
4819	20180601072911.0	[]	[]	4.8	328.0	[]	47.50315	-1.613617	19.3	19.8	197.0	[]	[]	[]	1527838151.0	20180601072911.0	4730.18729,N,223.18356,W	47.503121	-1.613607	0.025	213.0	0.0	36.73	135.0	[]	0.0	L	-131.0	3.1	L	-131.0	3.1	[]	1527838152.0	20180601072912.0	
4877	20180601072915.0	[]	[]	4.6	328.0	[]	47.50315	-1.613617	19.3	19.9	197.0	[]	[]	[]	1527838155.0	20180601072915.0	4730.18734,N,223.18349,W	47.503122	-1.613609	0.023	216.0	0.0	36.73	135.0	[]	0.0	L	-131.0	3.2	L	-131.0	3.2	[]	1527838158.0	20180601072918.0	
4934	20180601072919.0	[]	[]	4.8	327.0	[]	47.50315	-1.613617	19.3	19.8	197.0	[]	[]	[]	1527838159.0	20180601072919.0	4730.1873,N,223.1834,W	47.503122	-1.61361	0.021	218.0	0.0	36.73	135.0	[]	0.0	L	-130.0	3.4	L	-130.0	3.4	[]	1527838160.0	20180601072920.0	
4989	20180601072923.0	[]	[]	4.8	327.0	[]	47.50315	-1.613617	19.3	19.8	198.0	[]	[]	[]	1527838163.0	20180601072923.0	4730.18728,N,223.18325,W	47.503121	-1.613612	0.016	[]	0.0	36.73	135.0	[]	0.0	L	-128.0	3.6	L	-128.0	3.6	[]	1527838164.0	20180601072924.0	
5045	20180601072927.0	[]	[]	4.8	326.0	[]	47.50315	-1.613617	19.3	19.9	203.0	[]	[]	[]	1527838167.0	20180601072927.0	4730.18728,N,223.18319,W	47.503121	-1.613614	0.025	216.0	0.0	36.73	135.0	[]	0.0	L	-123.0	3.6	L	-123.0	3.6	[]	1527838170.0	20180601072930.0	
5102	20180601072931.0	[]	[]	4.7	326.0	[]	47.50315	-1.613617	19.3	19.9	215.0	[]	[]	[]	1527838171.0	20180601072931.0	4730.1873,N,223.18322,W	47.503122	-1.613613	0.026	210.0	0.0	36.73	135.0	[]	0.0	L	-110.0	3.6	L	-114.0	3.6	[]	1527838172.0	20180601072932.0	
5158	20180601072935.0	[]	[]	4.6	326.0	[]	47.50315	-1.613617	19.3	19.9	219.0	[]	[]	[]	1527838175.0	20180601072935.0	4730.18693,N,223.18373,W	47.503115	-1.613605	0.053	201.0	0.0	36.73	135.0	[]	0.0	L	-107.0	3.5	L	-107.0	3.5	[]	1527838176.0	20180601072936.0	
5215	20180601072939.0	[]	[]	4.8	326.0	[]	47.50315	-1.613617	19.3	19.9	220.0	[]	[]	[]	1527838179.0	20180601072939.0	4730.18704,N,223.18331,W	47.503117	-1.613611	0.067	188.0	0.0	36.73	135.0	[]	0.0	L	-106.0	3.5	L	-106.0	3.5	[]	1527838182.0	20180601072942.0	
5271	20180601072943.0	[]	[]	4.8	327.0	[]	47.50315	-1.613617	19.3	19.9	221.0	[]	[]	[]	1527838183.0	20180601072943.0	4730.18708,N,223.18302,W	47.503118	-1.613616	0.048	174.0	0.0	36.73	135.0	[]	0.0	L	-106.0	3.5	L	-107.0	3.5	[]	1527838184.0	20180601072944.0	
